3	9606	ACADM
3	10090	Acadm
5	9606	ACADVL
5	10090	Acadvl
6	9606	ACAT1
6	10090	Acat1
7	9606	ACVR1
7	10090	Acvr1
9	9606	SGCA
9	10090	Sgca
12	9606	ADSL
12	10090	Adsl
13	9606	AGA
13	10090	Aga
14	9606	AGT
14	10090	Agt
16	9606	ALAD
16	10090	Alad
17	9606	ALAS2
17	10090	Alas2
20	9606	AMPD1
20	10090	Ampd1
26	9606	APOH
26	10090	Apoh
27	9606	FAS
27	10090	Fas
28	9606	AR
28	10090	Ar
29	9606	ARG1
29	10090	Arg1
32	9606	ASL
32	10090	Asl
33	9606	ASPA
33	10090	Aspa
35	9606	ATP7A
35	10090	Atp7a
39	9606	BCKDHB
39	10090	Bckdhb
41	9606	BRCA2
41	10090	Brca2
44	9606	SERPING1
44	10090	Serping1
45	9606	C2
45	10090	C2
47	9606	C6
47	10090	C6
48	9606	C8B
48	10090	C8b
52	9606	CAPN3
52	10090	Capn3
55	9606	CD3G
55	10090	Cd3g
56	9606	CD40LG
56	10090	Cd40lg
59	9606	CHRNA1
59	10090	Chrna1
60	9606	CHRNE
60	10090	Chrne
61	9606	LYST
61	10090	Lyst
62	9606	ERCC8
62	10090	Ercc8
63	9606	CLCN1
63	10090	Clcn1
65	9606	CLCNKB
65	10090	Clcnka
69	9606	COL1A2
69	10090	Col1a2
73	9606	COL7A1
73	10090	Col7a1
74	9606	COMP
74	10090	Comp
75	9606	CP
75	10090	Cp
76	9606	CPOX
76	10090	Cpox
77	9606	CPT2
77	10090	Cpt2
78	9606	CST3
78	10090	Cst3
79	9606	CSTB
79	10090	Cstb
80	9606	CYBA
80	10090	Cyba
83	9606	DDB2
83	10090	Ddb2
84	9606	DLD
84	10090	Dld
85	9606	DPYD
85	10090	Dpyd
88	9606	EDN3
88	10090	Edn3
89	9606	EDNRB
89	10090	Ednrb
91	9606	EMD
91	10090	Emd
92	9606	ENG
92	10090	Eng
93	9606	EPB42
93	10090	Epb4.2
94	9606	EPHX1
94	10090	Ephx1
95	9606	EPOR
95	10090	Epor
96	9606	ERCC3
96	10090	Ercc3
100	9606	ETFA
100	10090	Etfa
104	9606	F5
104	10090	F5
106	9606	F9
106	10090	F9
107	9606	FABP2
107	10090	Fabp2
108	9606	FANCA
108	10090	Fanca
109	9606	FANCC
109	10090	Fancc
110	9606	FAH
110	10090	Fah
112	9606	MS4A2
112	10090	Ms4a2
113	9606	FECH
113	10090	Fech
115	9606	FH
115	10090	Fh1
117	9606	FSHR
117	10090	Fshr
119	9606	FUCA2
119	10090	Fuca2
120	9606	FUT1
120	10090	Fut1
124	9606	GALC
124	10090	Galc
125	9606	GALK1
125	10090	Galk1
126	9606	GALT
126	10090	Galt
129	9606	GBE1
129	10090	Gbe1
130	9606	GCDH
130	10090	Gcdh
131	9606	GCGR
131	10090	Gcgr
132	9606	GCH1
132	10090	Gch1
134	9606	GHR
134	10090	Ghr
136	9606	GJA1
136	10090	Gja1
137	9606	GJB1
137	10090	Gjb1
139	9606	GLI3
139	10090	Gli3
141	9606	GLDC
141	10090	Gldc
142	9606	GLRA3
142	10090	Glra3
143	9606	GP1BA
143	10090	Gp1ba
144	9606	GP9
144	10090	Gp9
145	9606	GPI
145	10090	Gpi1
147	9606	GSN
147	10090	Gsn
148	9606	GSS
148	10090	Gss
149	9606	MSH6
149	10090	Msh6
152	9606	HADHA
152	10090	Hadha
153	9606	HADHB
153	10090	Hadhb
156	9606	HGD
156	10090	Hgd
158	9606	HMBS
158	10090	Hmbs
159	9606	HMGCL
159	10090	Hmgcl
160	9606	TBX5
160	10090	Tbx5
163	9606	HPS1
163	10090	Hps1
167	9606	SGSH
167	10090	Sgsh
168	9606	ICAM1
168	10090	Icam1
169	9606	IDS
169	10090	Ids
170	9606	IDUA
170	10090	Idua
171	9606	CFI
171	10090	Cfi
172	9606	IL2RG
172	10090	Il2rg
173	9606	INS
173	10090	Ins2
175	9606	PDX1
175	10090	Pdx1
179	9606	ITGB4
179	10090	Itgb4
180	9606	JAG1
180	10090	Jag1
181	9606	JAK3
181	10090	Jak3
183	9606	KCNA1
183	10090	Kcna1
185	9606	LOC102723475
185	10090	Kcne1
187	9606	KIT
187	10090	Kit
188	9606	KRT12
188	10090	Krt12
191	9606	LAMB3
191	10090	Lamb3
193	9606	LEP
193	10090	Lep
194	9606	SGCG
194	10090	Sgcg
195	9606	SGCB
195	10090	Sgcb
197	9606	LIG1
197	10090	Lig1
199	9606	LIPC
199	10090	Lipc
200	9606	LPL
200	10090	Lpl
201	9606	KCNH2
201	10090	Kcnh2
203	9606	MAOA
203	10090	Maoa
206	9606	MET
206	10090	Met
207	9606	CIITA
207	10090	Ciita
208	9606	MLH1
208	10090	Mlh1
210	9606	MSH2
210	10090	Msh2
212	9606	MTTP
212	10090	Mttp
215	9606	MYBPC3
215	10090	Mybpc3
219	9606	MYO7A
219	10090	Myo7a
220	9606	MYOC
220	10090	Myoc
221	9606	NAGA
221	10090	Naga
222	9606	NAGLU
222	10090	Naglu
223	9606	PTCH1
223	10090	Ptch1
225	9606	NDP
225	10090	Ndp
226	9606	NF1
226	10090	Nf1
227	9606	PNP
227	10090	Pnp2
227	10090	Pnp
228	9606	NPC1
228	10090	Npc1
229	9606	NPHP1
229	10090	Nphp1
230	9606	GPR143
230	10090	Gpr143
231	9606	OAT
231	10090	Oat
233	9606	OCRL
233	10090	Ocrl
234	9606	PAH
234	10090	Pah
236	9606	PCCA
236	10090	Pcca
237	9606	PDE6B
237	10090	Pde6b
239	9606	PEPD
239	10090	Pepd
240	9606	PEX12
240	10090	Pex12
242	9606	PEX7
242	10090	Pex7
246	9606	PHKA2
246	10090	Phka2
247	9606	PHKB
247	10090	Phkb
250	9606	PKD1
250	10090	Pkd1
253	9606	PKP1
253	10090	Pkp1
254	9606	PLA2G2A
256	9606	PLOD1
256	10090	Plod1
257	9606	PMM2
257	10090	Pmm2
259	9606	POU1F1
259	10090	Pou1f1
260	9606	POU3F4
260	10090	Pou3f4
262	9606	PPOX
262	10090	Ppox
264	9606	PROS1
264	10090	Pros1
265	9606	PTEN
265	10090	Pten
266	9606	PTH
266	10090	Pth
267	9606	PTH1R
267	10090	Pth1r
268	9606	PTS
268	10090	Pts
269	9606	PEX2
269	10090	Pex2
270	9606	PEX5
270	10090	Pex5
271	9606	QDPR
271	10090	Qdpr
272	9606	RB1
272	10090	Rb1
273	9606	PRPH2
273	10090	Prph2
276	9606	ROM1
276	10090	Rom1
279	9606	RS1
279	10090	Rs1
281	9606	ATXN1
281	10090	Atxn1
283	9606	SCN4A
283	10090	Scn4a
285	9606	SGCD
285	10090	Sgcd
286	9606	SLC12A1
286	10090	Slc12a1
287	9606	SLC12A3
287	10090	Slc12a3
292	9606	SMN1
292	9606	SMN2
292	10090	Smn1
293	9606	SNCA
293	10090	Snca
294	9606	SOX9
294	10090	Sox9
295	9606	SPTB
295	10090	Sptb
297	9606	STAR
297	10090	Star
298	9606	ABCA4
298	10090	Abca4
303	9606	TCN2
303	10090	Tcn2
306	9606	TGM1
306	10090	Tgm1
307	9606	TH
307	10090	Th
308	9606	THBD
308	10090	Thbd
309	9606	TNNI3
309	10090	Tnni3
313	9606	TPMT
313	10090	Tpmt
314	9606	TSC1
314	10090	Tsc1
315	9606	TSHR
315	10090	Tshr
317	9606	TTR
317	10090	Ttr
319	9606	UMPS
319	10090	Umps
320	9606	UROD
320	10090	Urod
324	9606	XDH
324	10090	Xdh
327	9606	AIRE
327	10090	Aire
328	9606	APOB
328	10090	Apob
330	9606	BLMH
330	10090	Blmh
331	9606	SLC25A20
331	10090	Slc25a20
332	9606	CASR
332	10090	Casr
333	9606	CDKN1A
333	10090	Cdkn1a
334	9606	CHM
334	10090	Chm
335	9606	TPP1
335	10090	Tpp1
339	9606	CSF2RB
339	10090	Csf2rb
339	10090	Csf2rb2
344	9606	ERCC2
344	10090	Ercc2
345	9606	EXT2
345	10090	Ext2
347	9606	GALE
347	10090	Gale
349	9606	GM2A
349	10090	Gm2a
350	9606	GNRHR
350	10090	Gnrhr
352	9606	GPD2
352	10090	Gpd2
353	9606	GUCA1A
353	10090	Guca1a
358	9606	HSD17B4
358	10090	Hsd17b4
359	9606	IFNGR1
359	10090	Ifngr1
360	9606	IL2RA
360	10090	Il2ra
362	9606	KEL
362	10090	Kel
363	9606	KRT17
363	10090	Krt17
369	9606	LTBP2
369	10090	Ltbp2
371	9606	PAFAH1B1
371	10090	Pafah1b1
372	9606	MVK
372	10090	Mvk
374	9606	NCF2
374	10090	Ncf2
375	9606	NEU1
375	10090	Neu1
376	9606	NOTCH3
376	10090	Notch3
377	9606	OXCT1
377	10090	Oxct1
379	9606	PCSK1
379	10090	Pcsk1
380	9606	PDE6A
380	10090	Pde6a
384	9606	PLEC
384	10090	Plec
385	9606	PON2
385	10090	Pon2
386	9606	PSEN2
386	10090	Psen2
387	9606	RAG1
387	10090	Rag1
388	9606	RFX5
389	9606	SELE
389	10090	Sele
390	9606	SLC10A2
390	10090	Slc10a2
392	9606	SOD1
392	10090	Sod1
393	9606	STK11
393	10090	Stk11
394	9606	SUOX
394	10090	Suox
395	9606	HNF4A
395	10090	Hnf4a
396	9606	HNF1B
396	10090	Hnf1b
397	9606	TEK
397	10090	Tek
398	9606	THPO
398	10090	Thpo
400	9606	BARD1
400	10090	Bard1
402	9606	TWIST1
402	10090	Twist1
403	9606	NR0B1
403	10090	Nr0b1
405	9606	ALB
405	10090	Alb
408	9606	AMPD3
408	10090	Ampd3
409	9606	AMT
409	10090	Amt
413	9606	APRT
413	10090	Aprt
416	9606	ATRX
416	10090	Atrx
417	9606	AVP
417	10090	Avp
418	9606	C1QB
418	10090	C1qb
420	9606	CRYBB2
420	10090	Crybb2
425	9606	F12
425	10090	F12
426	9606	F2
426	10090	F2
428	9606	FGA
428	10090	Fga
429	9606	FGG
429	10090	Fgg
430	9606	FSHB
430	10090	Fshb
431	10090	Sec1
433	9606	GDNF
433	10090	Gdnf
437	9606	HEXB
437	10090	Hexb
441	9606	KCNJ11
441	10090	Kcnj11
443	9606	VLDLR
443	10090	Vldlr
444	9606	MC2R
444	10090	Mc2r
445	9606	MPZ
445	10090	Mpz
446	9606	OTC
446	10090	Otc
447	9606	PCCB
447	10090	Pccb
448	9606	PLP1
448	10090	Plp1
449	9606	PMS1
449	10090	Pms1
452	9606	RFXAP
452	10090	Rfxap
455	9606	SAG
455	10090	Sag
456	9606	SFTPB
456	10090	Sftpb
457	9606	SMPD1
457	10090	Smpd1
459	9606	HNF1A
459	10090	Hnf1a
460	9606	TP53
